Source,Target,Type,Label,timeset,Weight,Source_modularity_class,Target_modularity_class,Same_modularity_class
4121191,64219349,Undirected,,,129,11,11,1
4126180,6289595,Undirected,,,188,45,45,1
4135911,69088540,Undirected,,,186,31,31,1
4140994,9885301,Undirected,,,147,32,32,1
4142872,22470762,Undirected,,,136,11,11,1
4149548,43810020,Undirected,,,206,38,38,1
4150205,55144177,Undirected,,,135,11,11,1
4158226,48133227,Undirected,,,122,20,20,1
4168208,54215887,Undirected,,,191,38,38,1
4168775,9885301,Undirected,,,202,32,32,1
4168895,60333719,Undirected,,,168,39,39,1
4182158,22470762,Undirected,,,127,11,11,1
4183289,68744999,Undirected,,,214,51,51,1
4200613,32239271,Undirected,,,192,30,30,1
4210912,68113736,Undirected,,,203,36,36,1
4213686,48133227,Undirected,,,129,20,20,1
4213985,48133227,Undirected,,,155,20,20,1
4216807,58913717,Undirected,,,124,29,29,1
4219682,29321400,Undirected,,,199,51,51,1
4220427,77001983,Undirected,,,169,42,42,1
4220672,28113352,Undirected,,,135,35,35,1
4223519,48133227,Undirected,,,167,20,20,1
4226002,5471317,Undirected,,,150,45,45,1
4226821,24706887,Undirected,,,142,42,42,1
4232106,12570576,Undirected,,,238,37,37,1
4235179,10306166,Undirected,,,147,47,47,1
4235207,40544929,Undirected,,,222,32,32,1
4235682,30406198,Undirected,,,194,49,49,1
4236291,71189416,Undirected,,,190,45,45,1
4245996,71619604,Undirected,,,153,48,48,1
4248430,37119473,Undirected,,,145,21,21,1
4251275,50756389,Undirected,,,198,41,41,1
4261963,12625328,Undirected,,,203,32,32,1
4262599,25490906,Undirected,,,159,48,48,1
4264933,71659313,Undirected,,,184,42,42,1
4271383,12570576,Undirected,,,153,37,37,1
4279677,39834491,Undirected,,,153,32,32,1
4280300,48133227,Undirected,,,205,20,20,1
4281176,59077631,Undirected,,,186,12,12,1
4284204,681584,Undirected,,,200,8,8,1
4284681,30406198,Undirected,,,159,49,49,1
4286557,38564422,Undirected,,,160,22,22,1
4288610,38696393,Undirected,,,202,32,32,1
4290141,25099434,Undirected,,,182,35,35,1
4300459,39789283,Undirected,,,185,0,0,1
4303481,25905517,Undirected,,,160,27,27,1
4303898,69088540,Undirected,,,202,31,31,1
4308216,3341087,Undirected,,,149,21,21,1
4308674,3329878,Undirected,,,214,30,30,1
4311397,38696393,Undirected,,,124,32,32,1
4321407,57276561,Undirected,,,190,49,49,1
4323685,38764371,Undirected,,,148,52,52,1
4326146,49932328,Undirected,,,170,3,3,1
4327218,39918218,Undirected,,,143,36,36,1
4338818,7355604,Undirected,,,221,22,22,1
4343675,31356153,Undirected,,,201,6,6,1
4346704,30406198,Undirected,,,159,49,49,1
4349996,13919867,Undirected,,,198,37,37,1
4355273,45284619,Undirected,,,183,21,21,1
4360268,34601057,Undirected,,,145,22,22,1
4361677,48133227,Undirected,,,145,20,20,1
4366942,33351974,Undirected,,,183,21,21,1
4377936,75493913,Undirected,,,177,51,51,1
4378238,50352384,Undirected,,,171,48,48,1
4379718,34009202,Undirected,,,173,11,11,1
4389217,2685957,Undirected,,,153,41,41,1
4391090,1750342,Undirected,,,185,28,28,1
4391098,71340905,Undirected,,,157,47,47,1
4393119,14880295,Undirected,,,181,4,4,1
4398715,71384117,Undirected,,,197,19,19,1
4404494,69088540,Undirected,,,218,31,31,1
4406174,65533063,Undirected,,,192,49,49,1
4413065,22541364,Undirected,,,139,41,41,1
4427652,30406198,Undirected,,,192,49,49,1
4432544,24817446,Undirected,,,143,16,16,1
4441375,22470762,Undirected,,,139,11,11,1
4442440,12998614,Undirected,,,225,32,32,1
4442514,48133227,Undirected,,,139,20,20,1
4450741,43155027,Undirected,,,144,14,14,1
4460086,49871556,Undirected,,,174,48,48,1
4461828,6181056,Undirected,,,213,7,7,1
4465542,59265753,Undirected,,,165,31,31,1
4468541,40460067,Undirected,,,158,22,22,1
4472829,3037568,Undirected,,,197,47,47,1
4478628,49145455,Undirected,,,128,22,22,1
4488880,13139712,Undirected,,,121,43,43,1
4491763,12570576,Undirected,,,214,37,37,1
4491949,51973127,Undirected,,,172,41,41,1
4494357,63550633,Undirected,,,174,48,48,1
4502806,3242056,Undirected,,,171,42,42,1
4507658,35384126,Undirected,,,199,19,19,1
4512098,25490906,Undirected,,,167,48,48,1
4514224,14118734,Undirected,,,152,50,50,1
4522829,10306166,Undirected,,,130,47,47,1
4525081,48133227,Undirected,,,227,20,20,1
4525275,48026224,Undirected,,,146,52,52,1
4530777,9511577,Undirected,,,192,19,19,1
4539636,27030636,Undirected,,,161,45,45,1
4546207,22470762,Undirected,,,140,11,11,1
4550311,76511598,Undirected,,,138,29,29,1
4553472,60325619,Undirected,,,119,11,11,1
4557308,283507,Undirected,,,133,29,29,1
4561942,69741601,Undirected,,,170,14,14,1
4570811,67886270,Undirected,,,152,29,29,1
4577478,25490906,Undirected,,,186,48,48,1
4585086,39778387,Undirected,,,131,29,29,1
4589027,34656659,Undirected,,,194,9,9,1
4590385,75511059,Undirected,,,159,15,15,1
4590794,62941107,Undirected,,,209,16,16,1
4591386,31698403,Undirected,,,150,22,22,1
4599037,75972073,Undirected,,,215,41,41,1
4599123,10306166,Undirected,,,184,47,47,1
4600641,71384117,Undirected,,,176,19,19,1
4601145,49871556,Undirected,,,206,48,48,1
4601967,54809690,Undirected,,,145,46,46,1
4610873,40460067,Undirected,,,229,22,22,1
4613280,38696393,Undirected,,,139,32,32,1
4614223,38764371,Undirected,,,135,52,52,1
4616924,65273313,Undirected,,,159,42,42,1
4625151,28338666,Undirected,,,190,40,40,1
4630361,49871556,Undirected,,,223,48,48,1
4630902,30626840,Undirected,,,202,41,41,1
4631068,10972165,Undirected,,,201,35,35,1
4647739,49871556,Undirected,,,196,48,48,1
4648666,50065355,Undirected,,,130,40,40,1
4649172,48133227,Undirected,,,126,20,20,1
4657732,12570576,Undirected,,,142,37,37,1
4675985,13460151,Undirected,,,114,23,23,1
4682454,27982679,Undirected,,,200,15,15,1
4689511,1750342,Undirected,,,188,28,28,1
4689819,49871556,Undirected,,,174,48,48,1
4693536,25905517,Undirected,,,169,27,27,1
4698061,12174894,Undirected,,,182,9,9,1
4712448,46296865,Undirected,,,205,29,29,1
4715708,75169488,Undirected,,,154,23,23,1
4716195,41778470,Undirected,,,198,13,13,1
4719053,29446950,Undirected,,,164,29,29,1
4722755,34630312,Undirected,,,132,51,51,1
4723192,35115089,Undirected,,,190,23,23,1
4735091,10306166,Undirected,,,155,47,47,1
4738419,46299524,Undirected,,,189,45,45,1
4738755,64908292,Undirected,,,146,0,0,1
4739388,7960123,Undirected,,,157,10,10,1
4740432,77359055,Undirected,,,154,11,11,1
4748891,7994696,Undirected,,,171,28,28,1
4754750,51461296,Undirected,,,153,10,10,1
4757223,68806992,Undirected,,,198,32,32,1
4759381,2309326,Undirected,,,180,18,18,1
4761721,9885301,Undirected,,,177,32,32,1
4762882,24817446,Undirected,,,159,16,16,1
4764393,31714294,Undirected,,,168,35,35,1
4768823,64908673,Undirected,,,176,42,42,1
4774974,48003390,Undirected,,,181,39,39,1
4779869,77854866,Undirected,,,144,42,42,1
4785063,48133227,Undirected,,,144,20,20,1
4798024,59096537,Undirected,,,145,22,22,1
4799994,53795076,Undirected,,,164,34,34,1
4800632,25678904,Undirected,,,211,39,39,1
4805632,32239271,Undirected,,,184,30,30,1
4807337,31156302,Undirected,,,166,46,46,1
4807951,15003364,Undirected,,,219,21,21,1
4813488,40892309,Undirected,,,202,30,30,1
4814163,71662392,Undirected,,,143,45,45,1
4818537,14548700,Undirected,,,185,46,46,1
4826302,12174894,Undirected,,,177,9,9,1
4833399,2084305,Undirected,,,173,45,45,1
4834172,20825557,Undirected,,,141,23,23,1
4847161,3079281,Undirected,,,119,43,43,1
4847653,32275951,Undirected,,,151,37,37,1
4849947,29390305,Undirected,,,236,45,45,1
4862329,22541364,Undirected,,,146,41,41,1
4865354,76542910,Undirected,,,188,45,45,1
4867268,62350431,Undirected,,,192,17,17,1
4868220,60120920,Undirected,,,201,42,42,1
4869674,69631622,Undirected,,,127,29,29,1
4874996,29390305,Undirected,,,230,45,45,1
4875183,65140787,Undirected,,,126,11,11,1
4890444,12873241,Undirected,,,177,35,35,1
4893155,46296865,Undirected,,,224,29,29,1
4898371,26046219,Undirected,,,206,11,11,1
4912340,52885779,Undirected,,,144,11,11,1
4914945,62128107,Undirected,,,130,41,41,1
4919627,7478797,Undirected,,,168,47,47,1
4930871,37452088,Undirected,,,194,34,34,1
4936781,9565520,Undirected,,,182,46,46,1
4939313,15003364,Undirected,,,187,21,21,1
4939959,74480099,Undirected,,,207,51,51,1
4941845,15300544,Undirected,,,154,45,45,1
4945319,74480099,Undirected,,,189,51,51,1
4950664,77487307,Undirected,,,149,36,36,1
4951068,35506982,Undirected,,,194,15,15,1
4952678,29390305,Undirected,,,189,45,45,1
4955352,33104546,Undirected,,,141,11,11,1
4957114,75066076,Undirected,,,208,50,50,1
4965583,1525350,Undirected,,,178,18,18,1
4968505,29390305,Undirected,,,205,45,45,1
4973518,23258647,Undirected,,,169,31,31,1
4978607,48004478,Undirected,,,207,33,33,1
4978865,73137808,Undirected,,,154,28,28,1
4979118,55966619,Undirected,,,149,45,45,1
4979356,917276,Undirected,,,108,20,20,1
4997978,77355884,Undirected,,,156,47,47,1
5007588,32239271,Undirected,,,152,30,30,1
5010385,29390305,Undirected,,,174,45,45,1
5010985,30341292,Undirected,,,126,20,20,1
5012874,78413370,Undirected,,,182,45,45,1
5013285,41418631,Undirected,,,154,20,20,1
5014144,48133227,Undirected,,,134,20,20,1
5014935,73019487,Undirected,,,135,21,21,1
5016918,15837911,Undirected,,,155,48,48,1
5021405,43041234,Undirected,,,164,21,21,1
5024263,31698403,Undirected,,,134,22,22,1
5038213,48133227,Undirected,,,130,20,20,1
5042123,30406198,Undirected,,,192,49,49,1
5045762,10649526,Undirected,,,152,29,29,1
5053377,2084305,Undirected,,,185,45,45,1
5061388,34097317,Undirected,,,137,41,41,1
5064098,77364494,Undirected,,,183,25,25,1
5086979,76361409,Undirected,,,148,23,23,1
5093477,74368255,Undirected,,,135,47,47,1
5106389,18444966,Undirected,,,154,38,38,1
5109642,30985,Undirected,,,213,22,22,1
5112787,24817446,Undirected,,,182,16,16,1
5115699,43194262,Undirected,,,226,39,39,1
5124038,22826,Undirected,,,157,24,24,1
5127356,48004478,Undirected,,,183,33,33,1
5127501,58513146,Undirected,,,189,45,45,1
5135591,48133227,Undirected,,,126,20,20,1
5153856,8141615,Undirected,,,219,51,51,1
5156625,76955807,Undirected,,,170,20,20,1
5161068,35506982,Undirected,,,146,15,15,1
5162633,18468636,Undirected,,,187,4,4,1
5164567,20041684,Undirected,,,212,26,26,1
5184635,76361409,Undirected,,,213,23,23,1
5191083,35571696,Undirected,,,144,20,20,1
5197028,57506370,Undirected,,,167,47,47,1
5198568,38564422,Undirected,,,191,22,22,1
5201821,22470762,Undirected,,,127,11,11,1
5204331,36893678,Undirected,,,178,32,32,1
5204884,28113352,Undirected,,,175,35,35,1
5207029,14055162,Undirected,,,149,22,22,1
5223181,28338666,Undirected,,,168,40,40,1
5236283,64219349,Undirected,,,130,11,11,1
5243233,38155575,Undirected,,,152,50,50,1
5246353,60144961,Undirected,,,243,41,41,1
5246842,20642148,Undirected,,,220,32,32,1
5250752,76955807,Undirected,,,190,20,20,1
5265453,25231212,Undirected,,,209,33,33,1
5268805,32239271,Undirected,,,139,30,30,1
5269771,14903907,Undirected,,,144,16,16,1
5273343,74480099,Undirected,,,161,51,51,1
5273518,30341292,Undirected,,,180,20,20,1
5276168,5268805,Undirected,,,181,30,30,1
5280639,9511577,Undirected,,,182,19,19,1
5281600,48133227,Undirected,,,126,20,20,1
5285945,6181056,Undirected,,,165,7,7,1
5287785,4442440,Undirected,,,195,32,32,1
5289548,30406198,Undirected,,,191,49,49,1
5293165,47663781,Undirected,,,208,41,41,1
5294412,35506982,Undirected,,,172,15,15,1
5303353,52395751,Undirected,,,139,47,47,1
5304247,24215550,Undirected,,,197,35,35,1
5305793,49871556,Undirected,,,138,48,48,1
5306822,10190356,Undirected,,,171,12,12,1
5308551,54497109,Undirected,,,144,47,47,1
5308884,73019487,Undirected,,,166,21,21,1
5310206,12570576,Undirected,,,159,37,37,1
5319998,45808481,Undirected,,,216,49,49,1
5321016,36137742,Undirected,,,142,35,35,1
5324972,22333026,Undirected,,,177,42,42,1
5328756,8126264,Undirected,,,176,27,27,1
5334284,37383023,Undirected,,,168,10,10,1
5337777,65533063,Undirected,,,192,49,49,1
5338669,37517182,Undirected,,,142,24,24,1
5338898,70122756,Undirected,,,198,50,50,1
5350181,18496526,Undirected,,,151,21,21,1
5360014,34963278,Undirected,,,212,34,34,1
5366056,36893678,Undirected,,,183,32,32,1
5366339,58817447,Undirected,,,219,45,45,1
5366738,29390305,Undirected,,,138,45,45,1
5369903,16187044,Undirected,,,140,46,46,1
5373175,13139712,Undirected,,,133,43,43,1
5373646,35946224,Undirected,,,131,48,48,1
5378589,51461296,Undirected,,,205,10,10,1
5380960,29390305,Undirected,,,214,45,45,1
5382733,12570576,Undirected,,,148,37,37,1
5384365,14346421,Undirected,,,143,49,49,1
5387989,48133227,Undirected,,,214,20,20,1
5390844,48133227,Undirected,,,116,20,20,1
5392625,14931971,Undirected,,,175,33,33,1
5393005,30406198,Undirected,,,184,49,49,1
5404432,46397732,Undirected,,,179,36,36,1
5414652,43069676,Undirected,,,198,50,50,1
5416836,49871556,Undirected,,,131,48,48,1
5418889,64908673,Undirected,,,187,42,42,1
5420679,62548126,Undirected,,,171,22,22,1
5431621,18217249,Undirected,,,217,20,20,1
5432460,27094990,Undirected,,,193,28,28,1
5435215,29390305,Undirected,,,227,45,45,1
5442884,7355604,Undirected,,,182,22,22,1
5443262,24230582,Undirected,,,225,6,6,1
5445761,69149542,Undirected,,,123,32,32,1
5453638,10306166,Undirected,,,122,47,47,1
5457334,64902813,Undirected,,,198,2,2,1
5464065,67792928,Undirected,,,150,41,41,1
5465167,38696393,Undirected,,,195,32,32,1
5471317,69959154,Undirected,,,102,45,45,1
5483196,40070565,Undirected,,,165,45,45,1
5487265,15003364,Undirected,,,187,21,21,1
5488333,35506982,Undirected,,,172,15,15,1
5490560,38696393,Undirected,,,214,32,32,1
5498291,10972165,Undirected,,,197,35,35,1
5501657,1965313,Undirected,,,158,18,18,1
5509888,283507,Undirected,,,144,29,29,1
5510733,43194262,Undirected,,,170,39,39,1
5512407,30406198,Undirected,,,160,49,49,1
5515293,75815214,Undirected,,,138,21,21,1
5515742,10306166,Undirected,,,149,47,47,1
5515817,8141615,Undirected,,,185,51,51,1
5516895,24817446,Undirected,,,195,16,16,1
5517656,34328756,Undirected,,,158,30,30,1
5517766,54966195,Undirected,,,176,41,41,1
5522035,29390305,Undirected,,,248,45,45,1
5538512,29099198,Undirected,,,197,0,0,1
5540510,42343188,Undirected,,,167,43,43,1
5541037,15344726,Undirected,,,205,45,45,1
5545236,12570576,Undirected,,,124,37,37,1
5546963,75511059,Undirected,,,181,15,15,1
5549749,14931971,Undirected,,,178,33,33,1
5551474,14931971,Undirected,,,204,33,33,1
5555339,68113736,Undirected,,,179,36,36,1
5557712,74480099,Undirected,,,180,51,51,1
5564287,31490019,Undirected,,,145,5,5,1
5587485,6414838,Undirected,,,242,22,22,1
5589847,3329878,Undirected,,,208,30,30,1
5596019,59371542,Undirected,,,162,42,42,1
5604857,45194888,Undirected,,,232,9,9,1
5605490,75581903,Undirected,,,232,47,47,1
5605978,29767951,Undirected,,,170,11,11,1
5612605,48133227,Undirected,,,148,20,20,1
5612691,61221435,Undirected,,,193,47,47,1
5621316,35343693,Undirected,,,173,34,34,1
5625486,46824970,Undirected,,,228,51,51,1
5640761,12110033,Undirected,,,146,39,39,1
5642022,21737358,Undirected,,,135,25,25,1
5644126,33110577,Undirected,,,226,22,22,1
5646181,31612136,Undirected,,,150,43,43,1
5646492,8141615,Undirected,,,216,51,51,1
5649362,49932328,Undirected,,,158,3,3,1
5667859,32275951,Undirected,,,141,37,37,1
5683465,40460067,Undirected,,,187,22,22,1
5688528,34328756,Undirected,,,194,30,30,1
5688709,71628732,Undirected,,,173,46,46,1
5689532,45306223,Undirected,,,196,45,45,1
5693400,58913717,Undirected,,,121,29,29,1
5697794,29390305,Undirected,,,251,45,45,1
5715244,71288524,Undirected,,,198,11,11,1
5717928,64908673,Undirected,,,198,42,42,1
5720730,49871556,Undirected,,,206,48,48,1
5724814,59077631,Undirected,,,180,12,12,1
5725750,54619310,Undirected,,,123,20,20,1
5737139,29555917,Undirected,,,142,22,22,1
5739301,45504656,Undirected,,,162,22,22,1
5742622,48133227,Undirected,,,122,20,20,1
5743207,48133227,Undirected,,,134,20,20,1
5749763,1659224,Undirected,,,209,22,22,1
5752956,283507,Undirected,,,136,29,29,1
5754165,34990367,Undirected,,,176,28,28,1
5754741,30406198,Undirected,,,153,49,49,1
5758317,32239271,Undirected,,,130,30,30,1
5765830,50396974,Undirected,,,193,7,7,1
5768274,31714294,Undirected,,,198,35,35,1
5776917,19646522,Undirected,,,183,26,26,1
5783751,34990367,Undirected,,,187,28,28,1
5785579,22541364,Undirected,,,124,41,41,1
5793648,3962162,Undirected,,,114,20,20,1
5793727,55668790,Undirected,,,200,25,25,1
5800598,22541364,Undirected,,,223,41,41,1
5806119,27536271,Undirected,,,170,47,47,1
5806740,31156302,Undirected,,,235,46,46,1
5808259,53593015,Undirected,,,155,47,47,1
5819498,9591507,Undirected,,,181,45,45,1
5821938,30568379,Undirected,,,152,30,30,1
5824078,64908673,Undirected,,,191,42,42,1
5824315,14378959,Undirected,,,160,4,4,1
5828295,64122766,Undirected,,,193,35,35,1
5834299,14361586,Undirected,,,186,10,10,1
5841410,59788096,Undirected,,,140,11,11,1
5844544,21388439,Undirected,,,136,29,29,1
5844721,68744999,Undirected,,,213,51,51,1
5845992,23454824,Undirected,,,153,0,0,1
5862980,37648343,Undirected,,,143,1,1,1
5863451,30341292,Undirected,,,205,20,20,1
5865977,31714294,Undirected,,,143,35,35,1
5868124,7984910,Undirected,,,180,44,44,1
5871478,20642148,Undirected,,,230,32,32,1
5877925,48133227,Undirected,,,172,20,20,1
5884998,58913717,Undirected,,,131,29,29,1
5886557,25919487,Undirected,,,199,52,52,1
5888860,31349943,Undirected,,,155,18,18,1
5889442,48133227,Undirected,,,130,20,20,1
5889899,71628732,Undirected,,,128,46,46,1
5904330,48133227,Undirected,,,146,20,20,1
5907202,40544929,Undirected,,,195,32,32,1
5908578,70039643,Undirected,,,190,29,29,1
5911320,8237884,Undirected,,,161,11,11,1
5919781,43704316,Undirected,,,161,32,32,1
5922227,29390305,Undirected,,,156,45,45,1
5936024,78094781,Undirected,,,137,5,5,1
5940279,68113736,Undirected,,,164,36,36,1
5942004,74480099,Undirected,,,163,51,51,1
5945301,32239271,Undirected,,,129,30,30,1
5946827,48133227,Undirected,,,221,20,20,1
5948051,11817751,Undirected,,,188,24,24,1
5950510,31612136,Undirected,,,204,43,43,1
5952234,29321400,Undirected,,,234,51,51,1
5960323,53409491,Undirected,,,164,31,31,1
5966225,13442546,Undirected,,,195,16,16,1
5968405,34477443,Undirected,,,200,29,29,1
5972664,57195786,Undirected,,,204,37,37,1
5973735,35115089,Undirected,,,198,23,23,1
5974057,69156749,Undirected,,,155,39,39,1
5978436,38362593,Undirected,,,214,21,21,1
5986153,48133227,Undirected,,,116,20,20,1
5986787,77355884,Undirected,,,136,47,47,1
5991266,48133227,Undirected,,,155,20,20,1
5998472,10306166,Undirected,,,159,47,47,1
6001844,76361409,Undirected,,,166,23,23,1
6001979,48929362,Undirected,,,183,31,31,1
6002560,31349943,Undirected,,,193,18,18,1
6004533,7157166,Undirected,,,157,49,49,1
6004544,4893155,Undirected,,,214,29,29,1
6008662,45735047,Undirected,,,224,35,35,1
6011807,43155027,Undirected,,,161,14,14,1
6013132,48133227,Undirected,,,227,20,20,1
6013648,46720207,Undirected,,,135,47,47,1
6018521,48133227,Undirected,,,238,20,20,1
6020922,48133227,Undirected,,,195,20,20,1
6024845,22541364,Undirected,,,119,41,41,1
6028551,78249933,Undirected,,,151,47,47,1
6029408,33101426,Undirected,,,137,30,30,1
6040225,73019487,Undirected,,,129,21,21,1
6041985,48003390,Undirected,,,167,39,39,1
6042757,48133227,Undirected,,,160,20,20,1
6052185,32239271,Undirected,,,164,30,30,1
6058669,2685957,Undirected,,,156,41,41,1
6068999,45735047,Undirected,,,174,35,35,1
6074173,77364494,Undirected,,,142,25,25,1
6074484,22470762,Undirected,,,161,11,11,1
6081699,76179209,Undirected,,,157,40,40,1
6085244,48133227,Undirected,,,192,20,20,1
6086389,883720,Undirected,,,160,25,25,1
6089449,48133227,Undirected,,,151,20,20,1
6098927,54215887,Undirected,,,177,38,38,1
6100388,20642148,Undirected,,,220,32,32,1
6100731,29390305,Undirected,,,160,45,45,1
6109908,12570576,Undirected,,,184,37,37,1
6110162,12174894,Undirected,,,168,9,9,1
6111569,40360017,Undirected,,,125,16,16,1
6112603,31612136,Undirected,,,236,43,43,1
6119971,44886446,Undirected,,,213,37,37,1
6121025,70283150,Undirected,,,165,43,43,1
6122417,56815741,Undirected,,,211,10,10,1
6122521,43155027,Undirected,,,206,14,14,1
6127772,75581903,Undirected,,,149,47,47,1
6131142,10306166,Undirected,,,187,47,47,1
6136463,19164249,Undirected,,,210,41,41,1
6160816,57935933,Undirected,,,212,1,1,1
6161606,52477980,Undirected,,,147,41,41,1
6165660,78531955,Undirected,,,209,23,23,1
6165720,27795340,Undirected,,,201,20,20,1
6170023,49932328,Undirected,,,195,3,3,1
6170735,54215887,Undirected,,,186,38,38,1
6172475,6112603,Undirected,,,175,43,43,1
6181056,47440110,Undirected,,,245,7,7,1
6182901,49306522,Undirected,,,160,26,26,1
6185761,51901047,Undirected,,,207,45,45,1
6199860,33104546,Undirected,,,133,11,11,1
6200424,73181020,Undirected,,,223,12,12,1
6205551,60120920,Undirected,,,190,42,42,1
6211437,59535586,Undirected,,,195,47,47,1
6215685,40394456,Undirected,,,136,41,41,1
6238182,28338666,Undirected,,,156,40,40,1
6240833,53795076,Undirected,,,199,34,34,1
6242243,29390305,Undirected,,,218,45,45,1
6248749,55605285,Undirected,,,232,22,22,1
6253745,34927553,Undirected,,,162,2,2,1
6258709,77408143,Undirected,,,149,42,42,1
6260282,45194888,Undirected,,,153,9,9,1
6260571,28223974,Undirected,,,148,51,51,1
6263511,29390305,Undirected,,,140,45,45,1
6270636,29390305,Undirected,,,227,45,45,1
6270993,45735047,Undirected,,,195,35,35,1
6274399,44518710,Undirected,,,214,19,19,1
6275277,55668790,Undirected,,,162,25,25,1
6275425,31617755,Undirected,,,156,41,41,1
6276791,44886446,Undirected,,,224,37,37,1
6277088,50088345,Undirected,,,160,16,16,1
6280431,59562150,Undirected,,,127,49,49,1
6285790,48133227,Undirected,,,150,20,20,1
6289595,64420050,Undirected,,,220,45,45,1
6290169,917276,Undirected,,,114,20,20,1
6290972,31457248,Undirected,,,165,31,31,1
6292428,31156302,Undirected,,,232,46,46,1
6307024,66092261,Undirected,,,233,5,5,1
6318436,55834731,Undirected,,,192,41,41,1
6324902,24578927,Undirected,,,200,32,32,1
6326666,24285480,Undirected,,,180,2,2,1
6330836,16607268,Undirected,,,206,41,41,1
6331575,49871556,Undirected,,,164,48,48,1
6337111,18468636,Undirected,,,167,4,4,1
6341096,38696393,Undirected,,,177,32,32,1
6343408,4807951,Undirected,,,173,21,21,1
6347495,73887132,Undirected,,,141,47,47,1
6347982,55966619,Undirected,,,162,45,45,1
6353723,53769141,Undirected,,,156,32,32,1
6355095,23526471,Undirected,,,132,24,24,1
6355385,24018703,Undirected,,,127,11,11,1
6355965,883720,Undirected,,,166,25,25,1
6357539,12873241,Undirected,,,140,35,35,1
6360525,50951023,Undirected,,,214,3,3,1
6369951,43041234,Undirected,,,157,21,21,1
6371289,77838969,Undirected,,,137,11,11,1
6374147,52514441,Undirected,,,163,16,16,1
6380394,47440110,Undirected,,,171,7,7,1
6382845,29321400,Undirected,,,205,51,51,1
6386481,49871556,Undirected,,,157,48,48,1
6388633,45415757,Undirected,,,150,19,19,1
6410667,21879736,Undirected,,,204,20,20,1
6414838,19953594,Undirected,,,205,22,22,1
6422415,31260584,Undirected,,,110,29,29,1
6425781,6181056,Undirected,,,224,7,7,1
6428515,48133227,Undirected,,,124,20,20,1
6440429,6181056,Undirected,,,175,7,7,1
6440782,3037568,Undirected,,,193,47,47,1
6443483,31156302,Undirected,,,184,46,46,1
6448336,48133227,Undirected,,,155,20,20,1
6456686,12570576,Undirected,,,139,37,37,1
6466077,72252208,Undirected,,,138,51,51,1
6468664,19718901,Undirected,,,125,37,37,1
6477657,25919487,Undirected,,,196,52,52,1
6480516,21456550,Undirected,,,201,35,35,1
6480613,21687833,Undirected,,,145,19,19,1
6485085,45218501,Undirected,,,182,46,46,1
6487563,21004143,Undirected,,,165,41,41,1
6490543,2309326,Undirected,,,216,18,18,1
6491500,29390305,Undirected,,,155,45,45,1
6496801,9894209,Undirected,,,234,47,47,1
6497701,40892309,Undirected,,,162,30,30,1
6498329,78429793,Undirected,,,196,47,47,1
6500975,65533063,Undirected,,,226,49,49,1
6505835,44886446,Undirected,,,225,37,37,1
6508243,22636234,Undirected,,,162,45,45,1
6510291,77422722,Undirected,,,193,42,42,1
6517778,76511598,Undirected,,,170,29,29,1
6521653,44886446,Undirected,,,211,37,37,1
6535284,57728641,Undirected,,,220,1,1,1
6537107,48003390,Undirected,,,198,39,39,1
6537126,29321400,Undirected,,,176,51,51,1
6539199,46720207,Undirected,,,156,47,47,1
6544294,47440110,Undirected,,,195,7,7,1
6552118,67467965,Undirected,,,107,23,23,1
6557663,38696393,Undirected,,,155,32,32,1
6567254,67632193,Undirected,,,170,48,48,1
6571189,51860046,Undirected,,,144,41,41,1
6576972,883720,Undirected,,,143,25,25,1
6578084,32009763,Undirected,,,171,6,6,1
6582717,74480099,Undirected,,,167,51,51,1
6583686,73889759,Undirected,,,140,3,3,1
6587758,36757028,Undirected,,,131,37,37,1
6588077,77408143,Undirected,,,183,42,42,1
6591171,47109766,Undirected,,,187,22,22,1
6592352,7859027,Undirected,,,167,41,41,1
6594341,49871556,Undirected,,,123,48,48,1
6601217,77052466,Undirected,,,170,1,1,1
6609923,48133227,Undirected,,,226,20,20,1
6610331,12909069,Undirected,,,183,32,32,1
6613783,71628732,Undirected,,,187,46,46,1
6613949,71593085,Undirected,,,164,49,49,1
6614477,34928006,Undirected,,,198,5,5,1
6619807,59788546,Undirected,,,162,46,46,1
6621433,59788546,Undirected,,,201,46,46,1
6622851,77422722,Undirected,,,163,42,42,1
6624832,45362867,Undirected,,,132,29,29,1
6625973,48133227,Undirected,,,125,20,20,1
6628573,77408143,Undirected,,,169,42,42,1
6630037,8237884,Undirected,,,197,11,11,1
6632652,3985884,Undirected,,,220,32,32,1
6636565,31349943,Undirected,,,152,18,18,1
6637291,72501688,Undirected,,,136,0,0,1
6638469,27318972,Undirected,,,180,20,20,1
6649196,10581953,Undirected,,,153,45,45,1
6656261,19164249,Undirected,,,172,41,41,1
6663992,22826,Undirected,,,193,24,24,1
6667646,70696592,Undirected,,,194,31,31,1
6674137,43810020,Undirected,,,153,38,38,1
6683486,62128107,Undirected,,,161,41,41,1
6689030,45735047,Undirected,,,167,35,35,1
6694885,55144177,Undirected,,,142,11,11,1
6696810,69219836,Undirected,,,184,18,18,1
6699843,66644002,Undirected,,,137,47,47,1
6713398,32537467,Undirected,,,156,47,47,1
6723521,55966619,Undirected,,,189,45,45,1
6724762,54966195,Undirected,,,133,41,41,1
6724943,48133227,Undirected,,,123,20,20,1
6727223,71323368,Undirected,,,138,45,45,1
6730646,2908424,Undirected,,,196,46,46,1
